FPR;Precision
0.308;0.004
0.308;0.004
0.308;0.004
0.308;0.004
0.308;0.004
0.308;0.004
0.308;0.004
0.308;0.004
0.307;0.004
0.307;0.004
0.307;0.004
0.307;0.004
0.307;0.004
0.307;0.004
0.307;0.004
0.307;0.004
0.307;0.004
0.307;0.004
0.307;0.004
0.307;0.004
0.307;0.004
0.306;0.004
0.306;0.004
0.306;0.004
0.306;0.004
0.306;0.004
0.306;0.004
0.306;0.004
0.306;0.004
0.306;0.004
0.306;0.004
0.306;0.004
0.305;0.004
0.305;0.004
0.305;0.004
0.305;0.004
0.305;0.004
0.305;0.004
0.305;0.004
0.305;0.004
0.305;0.004
0.305;0.004
0.305;0.004
0.305;0.004
0.305;0.004
0.305;0.004
0.305;0.004
0.305;0.004
0.304;0.004
0.304;0.004
0.304;0.004
0.304;0.004
0.304;0.004
0.304;0.004
0.304;0.004
0.304;0.004
0.304;0.004
0.304;0.004
0.304;0.004
0.304;0.004
0.303;0.004
0.303;0.004
0.303;0.004
0.303;0.004
0.303;0.004
0.303;0.004
0.303;0.004
0.303;0.004
0.303;0.004
0.303;0.004
0.303;0.004
0.303;0.004
0.302;0.004
0.302;0.004
0.302;0.004
0.302;0.004
0.302;0.004
0.302;0.004
0.302;0.004
0.302;0.004
0.302;0.004
0.302;0.004
0.302;0.004
0.302;0.004
0.302;0.004
0.302;0.004
0.302;0.004
0.302;0.004
0.301;0.004
0.301;0.004
0.301;0.004
0.301;0.004
0.301;0.004
0.301;0.004
0.301;0.004
0.301;0.004
0.301;0.004
0.301;0.004
0.301;0.004
0.301;0.004
0.3;0.004
0.3;0.004
0.3;0.004
0.3;0.004
0.3;0.004
0.3;0.004
0.3;0.004
0.3;0.004
0.3;0.004
0.3;0.004
0.3;0.004
0.3;0.004
0.3;0.004
0.3;0.004
0.3;0.004
0.3;0.004
0.299;0.004
0.299;0.004
0.299;0.004
0.299;0.004
0.299;0.004
0.299;0.004
0.299;0.004
0.299;0.004
0.299;0.004
0.299;0.004
0.299;0.004
0.299;0.004
0.299;0.004
0.299;0.004
0.298;0.004
0.298;0.004
0.298;0.004
0.298;0.004
0.298;0.004
0.298;0.004
0.298;0.004
0.298;0.004
0.298;0.004
0.298;0.004
0.298;0.004
0.297;0.004
0.297;0.004
0.297;0.004
0.297;0.004
0.297;0.004
0.297;0.004
0.297;0.004
0.297;0.004
0.297;0.004
0.297;0.004
0.297;0.004
0.297;0.004
0.297;0.004
0.297;0.004
0.297;0.004
0.296;0.004
0.296;0.004
0.296;0.004
0.296;0.004
0.296;0.004
0.296;0.004
0.296;0.004
0.296;0.004
0.296;0.004
0.296;0.004
0.296;0.004
0.296;0.004
0.296;0.004
0.295;0.004
0.295;0.004
0.295;0.004
0.295;0.004
0.295;0.004
0.295;0.004
0.295;0.004
0.295;0.004
0.295;0.004
0.295;0.004
0.295;0.004
0.295;0.004
0.295;0.004
0.295;0.004
0.295;0.004
0.295;0.004
0.294;0.004
0.294;0.004
0.294;0.004
0.294;0.004
0.294;0.004
0.294;0.004
0.294;0.004
0.294;0.004
0.294;0.004
0.294;0.004
0.294;0.004
0.294;0.004
0.294;0.004
0.294;0.004
0.294;0.004
0.294;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.293;0.004
0.292;0.004
0.292;0.004
0.292;0.004
0.292;0.004
0.292;0.004
0.292;0.004
0.292;0.004
0.292;0.004
0.292;0.004
0.292;0.004
0.292;0.004
0.292;0.004
0.291;0.004
0.291;0.004
0.291;0.004
0.291;0.004
0.291;0.004
0.291;0.004
0.291;0.004
0.291;0.004
0.291;0.004
0.291;0.004
0.291;0.004
0.291;0.004
0.291;0.004
0.291;0.004
0.291;0.004
0.291;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.29;0.004
0.289;0.004
0.289;0.004
0.289;0.004
0.289;0.004
0.289;0.004
0.289;0.004
0.289;0.004
0.289;0.004
0.289;0.004
0.289;0.004
0.289;0.004
0.289;0.004
0.289;0.004
0.289;0.004
0.288;0.004
0.288;0.004
0.288;0.004
0.288;0.004
0.288;0.004
0.288;0.004
0.288;0.004
0.288;0.004
0.288;0.004
0.288;0.004
0.288;0.004
0.288;0.004
0.288;0.004
0.288;0.004
0.288;0.004
0.287;0.004
0.287;0.004
0.286;0.004
0.286;0.004
0.286;0.004
0.286;0.004
0.286;0.004
0.286;0.004
0.286;0.004
0.286;0.004
0.286;0.004
0.286;0.004
0.286;0.004
0.286;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.285;0.004
0.284;0.004
0.284;0.004
0.284;0.004
0.284;0.004
0.284;0.004
0.284;0.004
0.284;0.004
0.284;0.004
0.284;0.004
0.284;0.005
0.284;0.005
0.284;0.005
0.284;0.005
0.284;0.005
0.284;0.005
0.284;0.005
0.284;0.005
0.284;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.283;0.005
0.282;0.005
0.282;0.005
0.282;0.005
0.282;0.005
0.282;0.005
0.282;0.005
0.282;0.005
0.282;0.005
0.282;0.005
0.282;0.005
0.282;0.005
0.282;0.005
0.282;0.005
0.282;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.281;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.28;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.279;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.278;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.277;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.276;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.275;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.274;0.005
0.273;0.005
0.273;0.005
0.273;0.005
0.273;0.005
0.273;0.005
0.273;0.005
0.273;0.005
0.273;0.005
0.273;0.005
0.273;0.005
0.273;0.005
0.273;0.005
0.273;0.005
0.273;0.005
0.273;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.272;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.271;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.27;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.269;0.005
0.268;0.005
0.268;0.005
0.268;0.005
0.268;0.005
0.268;0.005
0.268;0.005
0.268;0.005
0.268;0.005
0.268;0.005
0.268;0.005
0.268;0.005
0.268;0.005
0.268;0.005
0.268;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.267;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.266;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.265;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.264;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.263;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.262;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.261;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.26;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.259;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.258;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.257;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.256;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.255;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.254;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.253;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.252;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.251;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.25;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.249;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.248;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.247;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.246;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.245;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.244;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.243;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.242;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.241;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.24;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.239;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.238;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.237;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.236;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.235;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.234;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.233;0.005
0.232;0.005
0.232;0.005
0.232;0.005
0.232;0.005
0.232;0.005
0.232;0.005
0.232;0.005
0.232;0.005
0.232;0.005
0.232;0.005
0.232;0.005
0.232;0.006
0.232;0.006
0.232;0.006
0.232;0.006
0.232;0.006
0.232;0.006
0.232;0.006
0.232;0.006
0.232;0.006
0.232;0.006
0.232;0.006
0.232;0.006
0.232;0.006
0.232;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.231;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.23;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.229;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.228;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.227;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.226;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.225;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.224;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.223;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
