FPR;Precision
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.222;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.221;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.22;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.219;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.218;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.217;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.216;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.215;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.214;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.213;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.212;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.211;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.21;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.209;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.208;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.207;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.206;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.205;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.204;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.203;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.202;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.201;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.2;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.199;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.198;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.197;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.006
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.196;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.195;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.194;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.193;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.192;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.191;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.19;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.189;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.188;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.187;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.186;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.185;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.184;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.183;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.182;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.181;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.18;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
